"","B.cell_TIMER","T.cell.CD4._TIMER","T.cell.CD8._TIMER","Neutrophil_TIMER","Macrophage_TIMER","Myeloid.dendritic.cell_TIMER","B.cell.naive_CIBERSORT","B.cell.memory_CIBERSORT","B.cell.plasma_CIBERSORT","T.cell.CD8._CIBERSORT","T.cell.CD4..naive_CIBERSORT","T.cell.CD4..memory.resting_CIBERSORT","T.cell.CD4..memory.activated_CIBERSORT","T.cell.follicular.helper_CIBERSORT","T.cell.regulatory..Tregs._CIBERSORT","T.cell.gamma.delta_CIBERSORT","NK.cell.resting_CIBERSORT","NK.cell.activated_CIBERSORT","Monocyte_CIBERSORT","Macrophage.M0_CIBERSORT","Macrophage.M1_CIBERSORT","Macrophage.M2_CIBERSORT","Myeloid.dendritic.cell.resting_CIBERSORT","Myeloid.dendritic.cell.activated_CIBERSORT","Mast.cell.activated_CIBERSORT","Mast.cell.resting_CIBERSORT","Eosinophil_CIBERSORT","Neutrophil_CIBERSORT","B.cell.naive_CIBERSORT.ABS","B.cell.memory_CIBERSORT.ABS","B.cell.plasma_CIBERSORT.ABS","T.cell.CD8._CIBERSORT.ABS","T.cell.CD4..naive_CIBERSORT.ABS","T.cell.CD4..memory.resting_CIBERSORT.ABS","T.cell.CD4..memory.activated_CIBERSORT.ABS","T.cell.follicular.helper_CIBERSORT.ABS","T.cell.regulatory..Tregs._CIBERSORT.ABS","T.cell.gamma.delta_CIBERSORT.ABS","NK.cell.resting_CIBERSORT.ABS","NK.cell.activated_CIBERSORT.ABS","Monocyte_CIBERSORT.ABS","Macrophage.M0_CIBERSORT.ABS","Macrophage.M1_CIBERSORT.ABS","Macrophage.M2_CIBERSORT.ABS","Myeloid.dendritic.cell.resting_CIBERSORT.ABS","Myeloid.dendritic.cell.activated_CIBERSORT.ABS","Mast.cell.activated_CIBERSORT.ABS","Mast.cell.resting_CIBERSORT.ABS","Eosinophil_CIBERSORT.ABS","Neutrophil_CIBERSORT.ABS","B.cell_QUANTISEQ","Macrophage.M1_QUANTISEQ","Macrophage.M2_QUANTISEQ","Monocyte_QUANTISEQ","Neutrophil_QUANTISEQ","NK.cell_QUANTISEQ","T.cell.CD4...non.regulatory._QUANTISEQ","T.cell.CD8._QUANTISEQ","T.cell.regulatory..Tregs._QUANTISEQ","Myeloid.dendritic.cell_QUANTISEQ","uncharacterized.cell_QUANTISEQ","Myeloid.dendritic.cell.activated_XCELL","B.cell_XCELL","T.cell.CD4..memory_XCELL","T.cell.CD4..naive_XCELL","T.cell.CD4...non.regulatory._XCELL","T.cell.CD4..central.memory_XCELL","T.cell.CD4..effector.memory_XCELL","T.cell.CD8..naive_XCELL","T.cell.CD8._XCELL","T.cell.CD8..central.memory_XCELL","T.cell.CD8..effector.memory_XCELL","Class.switched.memory.B.cell_XCELL","Common.lymphoid.progenitor_XCELL","Common.myeloid.progenitor_XCELL","Myeloid.dendritic.cell_XCELL","Endothelial.cell_XCELL","Eosinophil_XCELL","Cancer.associated.fibroblast_XCELL","Granulocyte.monocyte.progenitor_XCELL","Hematopoietic.stem.cell_XCELL","Macrophage_XCELL","Macrophage.M1_XCELL","Macrophage.M2_XCELL","Mast.cell_XCELL","B.cell.memory_XCELL","Monocyte_XCELL","B.cell.naive_XCELL","Neutrophil_XCELL","NK.cell_XCELL","T.cell.NK_XCELL","Plasmacytoid.dendritic.cell_XCELL","B.cell.plasma_XCELL","T.cell.gamma.delta_XCELL","T.cell.CD4..Th1_XCELL","T.cell.CD4..Th2_XCELL","T.cell.regulatory..Tregs._XCELL","immune.score_XCELL","stroma.score_XCELL","microenvironment.score_XCELL","B.cell_EPIC","Cancer.associated.fibroblast_EPIC","T.cell.CD4._EPIC","T.cell.CD8._EPIC","Endothelial.cell_EPIC","Macrophage_EPIC","NK.cell_EPIC","uncharacterized.cell_EPIC","T.cell_MCPCOUNTER","T.cell.CD8._MCPCOUNTER","cytotoxicity.score_MCPCOUNTER","NK.cell_MCPCOUNTER","B.cell_MCPCOUNTER","Monocyte_MCPCOUNTER","Macrophage.Monocyte_MCPCOUNTER","Myeloid.dendritic.cell_MCPCOUNTER","Neutrophil_MCPCOUNTER","Endothelial.cell_MCPCOUNTER","Cancer.associated.fibroblast_MCPCOUNTER"
"TCGA.CC.A8HV.01A.11R.A36F.07",0.104475547964608,0.123304057832805,0.185047861315045,0.115541284717028,0.0370592596629813,0.493687432621625,0.00541339182400575,0.0164414461459313,0,0.0262993858762747,0,0.241336714361324,0,0,0.102356841267176,0,0,0.102811234231904,0.109421609943501,0.155595300466794,0.00572657538002517,0,0.0127697567759686,0,0.204577756711948,0,0.0172499870151482,0,0.0155850501554155,0.047334604836029,0,0.0757154222830801,0,0.694803723792011,0,0,0.294683362439193,0,0,0.295991550978981,0.315022694550471,0.447955854768986,0.0164866995440242,0,0.0367638822934235,0,0.588975397069783,0,0.0496623783298243,0,0.00474165702105087,0.0233842326665136,0.00960261799121636,0,0.123929111358864,0.0364109736822493,0,0,0,0,0.801931407280106,8.51195996638878e-18,0.00867593192029526,2.0697860848119e-20,0,8.92616375848515e-19,0.031292522031413,0,0.00591929132154331,2.69270066806736e-19,0,0,0.00040260806132273,0.0264607731483212,1.08828035293602e-18,0,3.04409184411964e-18,0.00188110588293048,4.9855642754033e-18,6.55407780497301e-18,0.0500873042579769,3.22640844586552e-19,0,0,0.00595944679184682,0.00255283877636501,5.71408124975059e-18,0.00715312693415426,0,3.78963854142847e-18,0.0419873949679732,0,0.0170753185606047,0,0.0400624532341942,0.0925772314919358,4.95039647274666e-19,0.0110109897300484,0.0011091212888083,0.0121201110188567,0.0190673837660273,0.0110548258242677,0.145475163014981,0.0578805193282694,0.103899336690898,0.00668190108991967,3.7458986527988e-11,0.655940870248179,4.27305880658475,1.63511929534158,2.39500243468945,1.04426691165162,4.71355232155633,8.15352192982642,8.15352192982642,4.31881337507057,6.01078206949138,7.36188566735403,10.4937806831985
"TCGA.GJ.A6C0.01A.12R.A311.07",0.101927095638498,0.114086412906848,0.204949870805332,0.128598149316305,0.0501897472842679,0.508314213421034,0.0373319828698136,0,0,0.0345698841279458,0,0.190653856085887,0.00041646579552787,0,0.0256447294931637,0,0.0354013264210336,0,0,0.427360576277436,0.111859274428032,0.0829822437872853,0.00355324208540967,0,0.0412338716138559,0,0,0.00899254701460912,0.28631525414384,0,0,0.265131514560382,0,1.46220755133992,0.0031940577735879,0,0.196680612114559,0,0.271508208032077,0,0,3.27761459750565,0.85789754854153,0.636427009576127,0.0272513628399116,0,0.316240540225946,0,0,0.0689677639911843,0.00439252396586067,0.0492766517693459,0.058410288231016,0,0.12450638233032,0.0662949840572007,0,0,0,0,0.697119169646257,0.142746814222878,0.0153430494620334,0.00052525550761141,0,0,0.00067972624874399,0.0123983567920641,0,0,0.0027244969887923,5.62928603912163e-19,0.00490594928612528,0.0105443637633045,1.22699215845082e-19,0,0.00357743703825214,1.11959760910461e-19,0,0,0.00470731526893992,0.0629111630501373,0.0323130698578733,0.0310716183338375,0.00300441394696757,0.00313408565044391,0,5.66843365385533e-19,0.00202582263330918,0,0.00271583955026096,0.00400623471878521,0.0246995737326586,0.00091475354751909,1.46212431651897e-19,0.0449892104743065,0.0172311398844855,0.0555229660616316,0.0316248021791011,0.0871477682407327,0.0195606744801707,0.00989253845213556,0.183435264385097,0.0702050114569027,0.104549117384364,0.0097091968243709,2.14803130020979e-11,0.602648196995479,5.06589905995337,4.04764617476547,3.31135142525639,1.94953582549986,4.5853909686755,9.58753881510908,9.58753881510908,3.34808133596711,6.85222273194106,7.64640545385161,10.2536497370144
"TCGA.DD.A73A.01A.12R.A32O.07",0.0984228792618081,0.122946942271479,0.220340635455514,0.122610510643206,0.0416363883275681,0.508592355856783,0,0.00023521062374366,0.00220929162960879,0.119359827266937,0,0.458625729954148,0,0,0,0,0.0165070613566713,0.0612169234487216,0.041538198295181,0.0371757005616091,0.0607764297845057,0.134972600066251,0.0165626208143758,0,0.0506508866560782,0,0,0.00016951954216985,0,0.001925010861454,0.0180812852558529,0.976864736180155,0,3.75348484457125,0,0,0,0,0.135097096791469,0.501011564307627,0.339956935663738,0.304253380328812,0.497406475921222,1.10464279627682,0.135551806522838,0,0.414537002637626,0,0,0.00138738189079978,0.0090929086465403,0.0172329933002434,0.0248766304060804,0,0.114772977485229,0.0493041669294973,0,0,0,0,0.78472032323241,0.054982573119942,0.00379738080154629,0.0123916744670396,0,0.00680044094212547,0.00319053547243246,0.0346540924169405,0.00455415586802224,0.0145009381628661,0.0395214140746737,0.00122179211773242,0.015244624777616,0.00701564369363403,0,0,0.00475228067658587,0,0,2.65050866190969e-19,0.0526180124991098,0.0327084477416218,0.00231776847175801,0.0363085356277551,0.00613649444918712,0,0,3.69779299318111e-18,0,0.00131323387098565,0,0.00347117214296483,0.0156882844578512,0,0.0186713951777874,0.0170762144488607,0.0256648681841049,0.0435046239788882,0.0335871646871243,0.0770917886660126,0.019006440594937,0.00927237704914704,0.182713597316843,0.104121577626001,0.110177609258403,0.00873013016375045,2.40492786229317e-10,0.565978267750426,5.96655082866054,6.87455811320154,4.92969086420771,2.93503988724276,3.04006788929932,8.92429964912655,8.92429964912655,4.99819859232721,7.11321851451289,7.76328208695416,9.24864281417374
"TCGA.MI.A75G.01A.11R.A32O.07",0.0996388198755227,0.112117857665752,0.201202511105578,0.117075239765409,0.0421526851621576,0.492841238506796,0.113615516618089,0,0.011186613697381,0.0582941653789203,0,0.170116060259142,0,0,0.0743675760001856,0,0.0247574039998422,0.0338424470308777,0.0258470299717665,0.0437545228613118,0.0438163688158319,0.374096262035777,0,0,0.0263060333308749,0,0,0,0.410464137273707,0,0.0404144070896973,0.210602081586976,0,0.614586316985098,0,0,0.26867125048299,0,0.0894422414861765,0.122264205077325,0.0933787846435724,0.158074029082323,0.158297462880114,1.35151521574286,0,0,0.095037047734832,0,0,0,0.00817504418513893,0.00530721630008558,0.0141795154869245,0,0.125611637971746,0.0278941829030092,0,0,0,0,0.818832403153096,0,3.31779467101195e-19,0.00062941660471537,3.11900233919225e-19,0,3.49543025145968e-19,0,0.0171355931803153,0,1.47275123020164e-20,1.60115843253377e-18,0,0.0171761852811556,3.69219096783132e-18,0,0.0140766364910927,9.4494308199798e-19,3.16177048919786e-19,0,0.0784925956400887,0.0259052083406512,0.00037083680026966,0.0214258587753418,1.47850343071915e-21,1.10578643758081e-18,0,0,0,5.20871948664193e-19,8.61679369493438e-20,0.00625689838317777,0.0139715758741031,0,0.0465440924135873,0.00612948087564554,0.00416642104145407,0.0172701388937674,0.0490839685789745,0.0663541074727419,0.0225911677836191,0.00866819965840857,0.145142052875456,0.0661444198093687,0.11639841843382,0.00865061033521361,2.36598999073945e-10,0.632405130867514,3.61248253924476,3.93238275483546,3.03295922238227,1.25890942963772,3.57729171599097,7.90957518095149,7.90957518095149,2.64551687805772,7.4759431058256,7.78311438636054,8.61613643797418
"TCGA.G3.AAV2.01A.11R.A37K.07",0.094741770085453,0.111281057497833,0.208977036526178,0.119680262679257,0.0474576723388512,0.495696072657462,0.0268605570680555,0,0.00892628236421786,0.0227937933731605,0,0.0925134015241592,0,0,0.0114182424846439,0,0.0801522504546553,0.0540572899119968,0.0800808603718186,0,0.0416891929213144,0.396332140842466,0,0,0.185175988683512,0,0,0,0.121828008768733,0,0.0404858024122448,0.103382906464014,0,0.419601256353486,0,0,0.0517882686505065,0,0.36353635728711,0.245180767201767,0.363212562377876,0,0.189084364405067,1.79759322963968,0,0,0.839879154997987,0,0,0,0.0152445261474133,0,0.0403479225598758,0,0.201942217487875,0.0833272137677141,0,0,0,0,0.659138120037122,0.0375279394240531,3.60021989840424e-18,1.73174031757827e-18,1.3127701198825e-17,0,0.0116389170595104,3.9387163258307e-20,0.013435623442381,0,9.86155998423396e-21,0,1.91371482539031e-18,0.00275100002051915,0.00124085016274723,0,0.0732174022675843,1.1214773080158e-18,9.88324201619582e-19,1.49673861046797e-18,0.225959091209074,0.012909507861251,1.61346049288199e-18,0.0305271962408555,0.00391908900661848,1.25468994658216e-17,1.39499590731865e-17,1.39042586878177e-18,0,4.76940764810921e-19,0.00175083366105526,0.00335028260542449,0.0142680328849377,1.31583282121216e-17,0.0661383167645741,0,2.06435035787313e-19,0.0112190645785796,0.0530686822571161,0.0642877468356958,0.0172195273946918,0.00810618026294967,0.148130690064038,0.0671169238266479,0.129562481035444,0.00808930212928446,5.55257765729811e-11,0.621774895231418,3.10179593880319,2.38823032252069,3.90585006836491,2.95299704862234,3.23096091834771,7.84960373001665,7.84960373001665,3.82375839587152,6.8091212776311,8.73294754639432,9.39318592286639
"TCGA.CC.A3MB.01A.11R.A213.07",0.10223443949999,0.111665395497435,0.21047578796865,0.119991429131332,0.0428755754101478,0.499264658970805,0.0832591827630993,0,0.0376286325907354,0.0363320651681983,0,0.302877292491906,0,0.00314671902646861,0.0374584364557197,0,0,0.0539065723878196,0.0313950874088948,0.0553052528111739,0.0606687409421386,0.230318041104644,0,0,0.0542827127455196,0,0,0.0134212641036821,0.435302518083446,0,0.196733116698853,0.189954296091146,0,1.58352801116439,0,0.0164519356359809,0.195843283245272,0,0,0.28183878249722,0.16414238226944,0.28915147870771,0.317193309189792,1.20416775574373,0,0,0.283805350501203,0,0,0.0701701586096412,0.00395038014689706,0.0105441714570658,0.0227905627426225,0,0.118879902914636,0.0426391625737278,0,0,0,0,0.801195820165051,0.0168861879429526,0.00727297110654918,0.00510207359983157,0,0,2.96237139552008e-18,0,0.00289533053288172,1.36712274098563e-19,0.00295918422748969,0,4.54774077577e-18,0.0257087998405901,0,0,0,0,4.08042077897058e-18,0,0.056453330396,0.00886766004380035,9.81591762604652e-19,0.0156903090800357,0.00613207306395422,3.93623807002056e-19,0,3.34187975287301e-19,0,0,0.0157685974937464,0.00427136028997601,0.0313756614428208,0.00036946597693577,0.055050188851919,0.0696232440751128,0.0106675594335684,0.0148484694762025,0.0354675521913299,0.0503160216675324,0.0221207966511331,0.0104082459683854,0.150564192009096,0.0883120498227083,0.102701052506093,0.00850228693817915,2.3576943837627e-08,0.617391352527461,4.58188508993867,5.15065726523839,3.9845015346508,2.4001160102803,3.3905743419392,8.64712272008337,8.64712272008337,4.83027119831899,6.84041275102682,7.83510682821676,10.9979053339623
"TCGA.DD.A4NR.01A.11R.A311.07",0.105289661515441,0.122905463718099,0.231317771901689,0.128638041500495,0.0529871439188598,0.519475566280875,0.0262605625459058,0,0.0133901460723961,0.221518339405297,0,0.180586857095123,0.0460184549575403,0.0128009853219584,0.0651700017649216,0,0.0576427466978027,0,0.0456094991349654,0.0366673209769731,0.0425311848076943,0.235151012553896,0.00200443068011412,0,0.0146484579854126,0,0,0,0.442563826969879,0,0.225661361180902,3.73320273927281,0,3.04339293709992,0.775539499645077,0.215732356957997,1.09829655531176,0,0.97144128314236,0,0.768647451784945,0.61794677352912,0.716769257366535,3.96295135908729,0.0337802555119082,0,0.246867431491577,0,0,0,0.00624501490713688,0.0749223186566984,0.0202748347268005,0,0.0969946683610095,0.023995167855687,0,0.0363531266719818,0.0158709339135898,0,0.725343934907096,0.230395105754778,0.0491673711084984,0.0112806608583546,0.0254129394539514,0,8.15517166120634e-19,0.00825076497016373,1.27005016323371e-23,0.0656095905657281,0.0747863834346585,0.0535045863357252,0.0146232683855408,0.0137018922135492,3.57884706254987e-19,0.00603908267636029,0.0264094106768162,3.96136692610744e-20,0,0,0.0190917948166248,0.156778639769421,0.108684730362751,0.0971298515609778,0.00923545887681147,2.93909035165339e-19,0.0126682903559105,0.0006919220950867,0,0,0.00400415913537328,0.019373476023536,0.0115947586337465,0.0052441223404405,0.0353324913957894,0.105403295881611,0.0209569074111285,0.199665622235153,0.0501056678825642,0.249771290117718,0.0260551033360979,0.0119696794485695,0.193044000596557,0.115303888751178,0.118600727650154,0.00990973357737343,4.67053182446486e-10,0.525116866173017,7.08977054748684,8.14176348948674,6.06095870214129,4.46405413977161,5.77076373204036,10.759619512823,10.759619512823,4.81534931454845,6.40150818984597,8.18051056354772,11.9179833842831
"TCGA.DD.A3A4.01A.11R.A22L.07",0.0970589039928973,0.107773966910717,0.206379633657152,0.117211186211675,0.0441360813589711,0.491876871187223,0.142944881020957,0,0.0315925542591492,0.0106209263037849,0,0.0569474198073821,0,0,0.0438586065344992,0,0.151867535185781,0.0173032418570072,0.0918806649616729,0.0518410150087809,0.0586994855818641,0.313534896953585,0,0,0.0289087725255374,0,0,0,0.374667028749595,0,0.0828059623425791,0.0278380790720593,0,0.149262571851451,0,0,0.114956014360313,0,0.398053835612618,0.0453528252848037,0.240824683576323,0.135878381387127,0.153854840376288,0.821793599126421,0,0,0.0757716109145112,0,0,0,0.00350809234169829,0.0100216009567022,0.0146848789048882,0,0.197875655383146,0.0261194056467543,0,0,0,0,0.747790366766811,7.55327119903552e-18,1.76459451831205e-18,0.00016448448976603,4.68861900297364e-18,3.14368006528779e-19,6.32481837456481e-18,0,0.00322442568143996,0,0.00716352504934795,8.09768282278934e-19,4.98317506898605e-19,0.0139265069591454,0,1.14785940740873e-18,0.0713822102378582,2.63177150647077e-18,0,3.02913449048011e-19,0.100711383133724,0.0312945726211087,9.73955792319126e-19,0.0357599289636907,5.11302431438273e-19,3.06274507463212e-18,5.60100277597086e-18,0,0,0,0,0,0.0110512138262989,0,0.0164678745194753,0.0756596056289781,0,0.0208630484140725,0.0794974061343957,0.100360454548468,0.0147084349006741,0.00897103758612602,0.143741535065178,0.0463176274604807,0.131454186421216,0.00826642168594737,1.09702491708677e-09,0.646540755783353,1.74715238110107,0,3.3538343243321,2.12754153249607,2.25900933515983,7.84375730516557,7.84375730516557,2.19921263884692,8.00154046952044,8.61231033159489,9.400515725983
"TCGA.DD.AACL.01A.11R.A41C.07",0.108899567300823,0.119284469506597,0.216465908750775,0.129273812329864,0.0511634968500052,0.515806987687512,0.00345871193355823,0,0.133594102438984,0.0973495142708438,0,0.0467158737747466,0,0.0233904850149334,0.0602295682304658,0,0,0.0522539250854985,0.0949145194008968,0.194316856314853,0.0800259403194651,0.175649177365775,0,0,0.038101325849979,0,0,0,0.0417914327006488,0,1.61421044843669,1.17626901350682,0,0.564465423086227,0,0.282625988840728,0.727750675871738,0,0,0.631381403107704,1.14684709974567,2.34792026028297,0.966949189008185,2.12235968644381,0,0,0.46037629778169,0,0,0,0.0105801962068076,0.0522212349362048,0.0343008509523713,0,0.116270919360817,0.0146631207050856,0,0.0077503306527698,0.00767246134781288,0.00315496865221833,0.753385917185913,0.199409479184238,0.029862340065631,0.00025279465539694,0.0052327391051246,4.89569327323334e-19,3.15601609417402e-19,2.43434835235223e-18,0.0142195810673832,4.22843619024313e-20,0.00195493243679234,0,0.0112487181734468,0.0261759748936549,0,0.00945253572091943,0.0116287041012312,0,6.8720117898758e-18,2.36387970466336e-18,1.1296176736218e-18,0.135348506952592,0.0779822394995931,0.0241634457157184,0.00818643298420426,0.00461058179578139,0.0529329079038986,0.00021710534311958,0.00467571908225365,6.06093352757466e-18,0.0383885383247772,0.00569621596522159,0.0173157562156257,0,0.156371333642778,0.0528344067536477,0,0.160305628472999,0.0249093841311083,0.185215012604108,0.0367366724214271,0.00862132513905593,0.163780871672566,0.0973368339287817,0.111753848690105,0.00994081765058918,3.73901993442153e-10,0.571829630123573,5.74073457674591,6.85971634289253,4.9133044849218,2.84269588507023,7.14616945380099,9.98844795749511,9.98844795749511,5.54993900825311,7.49363993898371,7.52381581836916,8.46460943316236
"TCGA.UB.A7MA.01A.11R.A33R.07",0.106297076100409,0.11724285257724,0.199244901854469,0.119802811880066,0.0428265481962796,0.499791721161396,0.0127828963226535,0,0.0330506346223554,0.118532418545674,0,0.160660685463654,0,0.0165563368574526,0.0810151030295907,0,0,0.11132628971415,0.0166010384532976,0.0420942360529056,0.0279009087866559,0.310933127618958,0.0105960811494883,0,0.0395183970190206,0,0,0.0184318463641426,0.0479574842533108,0,0.123995786984097,0.44469707431148,0,0.60274933776901,0,0.0621142692620203,0.303943678314636,0,0,0.41766190158989,0.062281975861896,0.157924590148229,0.104675604027065,1.16652519078896,0.0397532282236256,0,0.148260836583422,0,0,0.0691506024500337,0.00796225226854117,0.0226495632129325,0.0285003184898537,0,0.0663131782856183,0.0357526117712041,0,0,0.00145867469516642,0,0.837363401276684,0.00976244562155397,0,0,0,0,3.74830563902865e-19,1.46394160709078e-18,0,0,3.10863842505531e-18,0,1.20492418688287e-18,0.0337980157112822,0,0,0.00234727559945295,2.69942652913991e-18,0.0687750722032314,0,0.0548668010816024,1.98725315573248e-18,0,3.10519939316082e-18,0.00941947200281592,0,1.90611750937447e-17,0,6.4321163734513e-20,6.9784865931672e-18,0.0575180403583557,0,0.00123700838628321,6.84303608648991e-18,0.026231295641493,0.0961174720983819,3.84933312382906e-18,0.0062796480018773,0.0509141502336494,0.0571937982355267,0.0179732592806712,0.0114983350903157,0.150723720115444,0.0687336586562855,0.0997643881495016,0.00765638078758166,3.70269548164409e-10,0.643650257549931,4.09457505027934,3.67797646692403,3.18234406589002,1.20293925553096,3.80443085736654,8.04003393159031,8.04003393159031,5.22936321829346,6.49457998596878,7.63946627627023,11.252853197957
"TCGA.DD.AADU.01A.11R.A41C.07",0.0951658470926776,0.111313512852697,0.212129420527945,0.121433181052944,0.0375575038315661,0.500039966578828,0.0441648838548183,0,0.00530790583129274,0.0350192090516395,0,0.0640308152530655,0,0.00527238084195513,0.0784954224139053,0,0,0.0856420073686151,0.015305681503063,0.233089068073646,0.0827521261028546,0.283335242037978,0,0,0,0.0675852576671665,0,0,0.226801243100728,0,0.027257846862139,0.17983518696494,0,0.328819352132496,0,0.0270754143266116,0.403099879979605,0,0,0.439799950492217,0.0785997219603193,1.1969892316727,0.42495945717987,1.45501990494759,0,0,0,0.3470725860977,0,0,0.00608422803148261,0.00042109235937843,0.0208559425589828,0,0.182883627026761,0.032681954520782,0,0,0,0,0.757073155502614,0.0382933294743157,0.00069078082221845,6.59495137572345e-22,0,3.61864218773805e-20,0.0128476251132202,0.00368247831259023,0.0203580996591516,0.00168374383177139,0,0,0,0.00734454343299089,0,0,0.0116617866261503,0.00177513317322955,5.05250461231664e-18,0,0.0380430586873509,0.0197959846407855,0,0.037143420564019,0.00667264863321477,0,1.98373454090837e-18,0,2.93767770136079e-19,1.8978537479811e-18,0.0268549875930624,0.0117245979702942,0.0281183111976065,0,0.0481768940573952,0.0004725658408656,0.0200758580332559,0.0204121940674798,0.0251253100133308,0.0455375040808106,0.0172838179043254,0.00772381830147501,0.160615841759419,0.0650037290345939,0.116108095008813,0.00793681463058611,2.31944682733185e-10,0.625327883128842,4.08366683133255,2.84403023741124,3.68433945996301,2.85304793699493,2.58519255359781,7.40665775958107,7.40665775958107,3.02071687906585,7.10969277277912,7.47429778567372,8.49878673576383
"TCGA.CC.A9FU.01A.11R.A37K.07",0.107323718889045,0.11834449330832,0.205068548433934,0.114849062344278,0.0356731064877345,0.503982751542346,0.0408253355899444,0,0.0785731596365799,0.108271621860318,0,0.208132221187423,0,0.0195238653203752,0.131340389721087,0,0.0276493767773499,0.0422601913281264,0.0221636271637065,0.104464821840252,0.0431607039097962,0.116907630289003,0,0,0.0567270553760384,0,0,0,0.216704464710914,0,0.417073228024711,0.574715272258577,0,1.10478409864249,0,0.103634390806624,0.697166316899584,0,0.146765318828189,0.224320804912088,0.117646478373256,0.554508443614332,0.229100804737105,0.620555963014299,0,0,0.301112189091684,0,0,0,0.0206344743093274,0.0112730883880284,0.00786019764209132,0,0.0775149379608135,0.0295968616137117,0,0,0,0.00429422790099714,0.848826212185031,0.0225101348533586,0.00954714054080449,1.67856437612465e-20,1.75961189994179e-18,2.52726732077207e-18,0.00801290251578011,1.12330493063901e-17,0.0162284069930843,1.91898663427266e-19,1.41017642672951e-17,4.45782018880611e-18,0.0044717588768658,0.00890726185142642,0.00090219313848668,0,0,0,0,0,0.00181444798601744,0,8.45702692954719e-05,0,0.0129948104170567,1.97905965716092e-18,2.52524889669236e-17,5.39998309175997e-18,1.49002157037418e-19,2.18783620117515e-19,0.0401183031363971,0,0.0222411561416118,4.15423346741612e-18,0.131477837708215,0.0184157086086596,0,0.0150279673052408,0,0.0150279673052408,0.0306506954918682,0.00830673175018081,0.152665984834129,0.0936171143166224,0.0885676127246981,0.0071796586926151,2.28072236750694e-09,0.619012199909164,5.17940306687422,5.80092110993133,4.13751900510621,2.29954990079072,5.42656532332434,7.58092283926983,7.58092283926983,4.36122740011622,5.98000118937072,6.52839850830566,8.20695645351444
"TCGA.CC.A8HS.01A.11R.A36F.07",0.105761303666891,0.116546833558983,0.201445027618364,0.117030746930221,0.0402893096254907,0.492712615038072,0,0.150641276920961,0.0525611089223236,0.0846713955550265,0,0.162696633402773,0,0.00074569576734823,0.0919427932939078,0,0.0260480554381608,0.0309795452543887,0.0176645588667758,0.163778907966864,0.0590357775448252,0.137261239214947,0,0,0.0219730118516987,0,0,0,0,0.63210909524121,0.220552797246912,0.35529146015657,0,0.682694835313811,0,0.00312903001393838,0.385803128271776,0,0.109300804483009,0.129993934743466,0.0741226345882033,0.687236190840618,0.247721293217001,0.575964831852634,0,0,0.0922014266288327,0,0,0,0.0227252440304765,0.000594218013485,0.00495447022903241,0,0.106916388171949,0.024204187048679,0,0,0,0.00731410714325758,0.833291385363121,0,0.0174208829480322,0.00217786501320891,6.76593091316796e-19,0,0.0144742372551899,0,0.0108116857815456,0.00556002204426158,1.22300337663163e-18,0,0.00371171897519195,0.0135243469128649,0.0108102158820892,5.08448250966586e-19,0.0174303757669166,7.88045479831456e-20,9.57220684175881e-18,0.00709628692105165,0.0504054937968233,2.88522358547163e-18,6.72915949650105e-19,9.61119651830915e-19,0.00971638946584999,0.00273341882332856,5.58376223569169e-18,0.00148690473196675,2.16941570061736e-21,0.00158685211107378,0.00814071649214846,0.00453931242470674,0.0269591652556221,4.52530916936753e-18,0.0624373251721931,0.0833578677573444,0,0.0228560977128117,0.023699464823217,0.0465555625360288,0.0263083488505299,0.00919317812291111,0.154271563350039,0.0661004584911814,0.109853974360996,0.00672626620742827,7.02887011867445e-10,0.627546209914027,4.38255631812053,2.86160260803226,3.71876904443919,2.04855757841295,4.71522061635202,7.23359619942712,7.23359619942712,4.8216306990208,6.71090163132104,8.00545545234917,9.95772501363447
